model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-2024-08-06,1,naive,Speed Reading Race,"[{'name': 'Book', 'quantity': 5}, {'name': 'Desk', 'quantity': 2}, {'name': 'Chair', 'quantity': 4}, {'name': 'Clock', 'quantity': 1}]",Participants compete against the clock to see how quickly they can read a predetermined number of pages from a book.,"Place the books on the desks. Each participant sits on a chair in front of a desk. The clock is placed where all participants can see it, set to count down from a specified time (e.g., 5 minutes).",The goal is to read as many pages as possible before time runs out.,Each participant earns 1 point for each full page read. The participant with the most pages read at the end of the time wins.,"['Book', 'Desk', 'Chair', 'Clock']",296,few_dummy29_1.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Creative Tray Balance,"[{'name': 'Tray', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}, {'name': 'Cup', 'quantity': 2}, {'name': 'Bowl', 'quantity': 4}, {'name': 'Sofa', 'quantity': 1}]",Participants arrange various items on a tray and attempt to carry it across the room without dropping anything.,"The tray starts on the sofa with all items (2 cups, 4 bowls, 1 potted plant) placed on or around it. Participants lift the loaded tray and carefully traverse the room to a designated endpoint and back.",The aim is to transport all items on the tray across the room and back without dropping any.,"Points are awarded based on the number of items successfully transported: 1 point per cup, 1 point per bowl, and 2 points for the potted plant. If all items remain balanced on the tray after the journey, a bonus of 2 points is added. The highest score indicates the winner.","['Tray', 'Potted plants', 'Cup', 'Bowl', 'Sofa']",297,few_dummy29_1.0,2,GPT-4o,5,dummy_few
gpt-4o-2024-08-06,1,naive,Plant Care Challenge,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","In this task, you will test your plant care knowledge and creativity by creating a care plan for the potted plant and presenting it creatively.","Place the potted plant on a desk. Sit down with the notebook and pen. Use the waste paper ball as a brainstorming tool by throwing it to yourself after jotting down each idea, aiming to hit a target (e.g., chair or trash can).","Create a 7-day plant care schedule that includes watering, sunlight requirements, and creative ways to enhance its growth. Use the notes to guide your care strategy.",Award yourself 1 point for each comprehensive care idea written. Score an additional 3 points for successfully hitting your waste paper ball target within three tries while brainstorming. Maximum score is 10 points.,"['Potted plants', 'Waste paper ball', 'Notebook', 'Pen']",298,few_dummy30_1.0,0,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Tray Balancing Act,"[{'name': 'Tray', 'quantity': 1}, {'name': 'Bowls', 'quantity': 4}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Test your coordination by carrying a tray with bowls balanced on it while navigating around obstacles within a time limit.,Place the sofa and chairs to form a small obstacle course. Place the bowls on the tray. Start at one end of the room and use the clock to keep time.,Walk the course as quickly as possible without dropping any bowls. Complete the course in under 2 minutes for a perfect score.,Award 5 points for each bowl that remains on the tray at the end. Deduct 2 points for every 30 seconds over the time limit. Maximum score is 20 points.,"['Tray', 'Bowl', 'Sofa', 'Clock']",299,few_dummy30_1.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Artistic Memory Match,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Book', 'quantity': 5}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Chair', 'quantity': 4}]","Exercise your memory and creativity by creating a memory game from descriptions of paintings, books, and newspaper articles.","Describe each painting and select interesting articles from the books and newspaper. Place writings on chairs, splitting them into pairs representing descriptions and titles, respectively.","Match the descriptions with the correct painting, book excerpt, or newspaper article.",Receive 2 points for each correct match made. A bonus of 3 points is awarded for completing all matches within 5 minutes. Maximum score is 30 points.,"['Paintings', 'Book', 'Newspaper', 'Chair']",300,few_dummy30_1.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Book Tower Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 2}]",Create the tallest book tower using available books while standing on a chair for extra height.,Place two chairs side by side to form a stable base. Stand on one chair and stack books taken from the other chair to form the tallest tower possible without toppling.,The goal is to build the highest stable tower that can stand for at least 5 seconds without falling over.,Measure the height of the book tower. Each inch of height is worth 1 point. Additional 5 points are awarded if the tower remains standing for an additional 10 seconds beyond the initial 5 seconds.,"['Book', 'Chair']",301,few_human1_1.0,0,GPT-4o,2,human_few
gpt-4o-2024-08-06,1,naive,Art Critic Duel,"[{'name': 'Poster', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Other people', 'quantity': 1}]","Two participants act as art critics, each evaluating a poster and two paintings, attempting to guess the theme or emotion intended by the artist.","Hang the poster and two paintings on the walls. Each participant takes turns describing the art pieces, suggesting themes, and explaining their reasoning.",The objective is to creatively interpret the artwork and provide the most convincing and entertaining criticism.,"Each participant receives points based on originality (1-10 points), coherence (1-10 points), and entertainment value (1-10 points) as scored by their peer. The highest total score wins.","['Poster', 'Paintings', 'Other people']",302,few_human1_1.0,1,GPT-4o,3,human_few
gpt-4o-2024-08-06,1,naive,Waste Paper Basketball,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 4}]",Turn the room into a mini basketball court where participants score by throwing the waste paper ball into the trash can from varying distances.,"Place four chairs at different spots in the room, marking four shooting positions with increasing distance from the trash can. Assign point values (e.g., 1 point, 2 points, 3 points, and 5 points) based on difficulty.",Score the highest number of points by successfully making throws into the trash can from the various marked positions.,Each successful shot adds to the participant's score based on the point value of the position they shot from. The player with the most points after all positions are attempted wins.,"['Waste paper ball', 'Trash can', 'Chair']",303,few_human1_1.0,2,GPT-4o,3,human_few
gpt-4o-2024-08-06,1,naive,Waste Paper Toss Challenge,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}]",Two players compete to score the most points by tossing a waste paper ball into a trash can from the sofa.,"Place the trash can a suitable distance from the sofa (e.g., 3-5 meters, depending on the size of the room). Each player sits on the sofa and takes turns tossing the waste paper ball towards the trash can.",The objective is to throw the waste paper ball into the trash can as many times as possible within a set number of attempts.,"Each successful toss into the trash can scores 1 point. The person with the highest score after a predefined number of rounds (e.g., 10 tosses per person) wins the challenge.","['Waste paper ball', 'Trash can', 'Sofa']",304,few_human2_1.0,0,GPT-4o,3,human_few
gpt-4o-2024-08-06,1,naive,Potted Plant Poetry,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}]","Participants write a poetic piece or a short prose inspired by the potted plant, then share it with each other.",Sit on the sofa with the notebook and pen. Position the potted plant within sight for inspiration. Each participant has 15 minutes to write their poetry or prose piece.,The task aims to create the most moving or creative piece based on the potted plant.,"After writing, participants read their pieces aloud. Each participant scores the other's piece based on creativity and emotional impact, from 1 to 10. The piece with the highest total score wins.","['Potted plants', 'Notebook', 'Pen', 'Other people', 'Sofa']",305,few_human2_1.0,1,GPT-4o,5,human_few
gpt-4o-2024-08-06,1,naive,Furniture Maze Navigation,"[{'name': 'Clothes hangers', 'quantity': 2}, {'name': 'Chair', 'quantity': 4}, {'name': 'Book', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}]","Set up an obstacle course using furniture, and see who can navigate it the fastest while balancing a book on their head.","Arrange the chairs and other items (lamp, clothes hangers, broom) on top of the rug to create a path with turns and narrow gaps. Balance a book on each participant’s head as they walk through the maze.","Navigate the course successfully without dropping the book, using the fastest and most controlled pace.","Time each participant as they complete the maze. The participant with the fastest time while keeping the book on their head wins 5 points. If the book falls, 1 point is deducted for each drop.","['Clothes hangers', 'Chair', 'Book', 'Lamp', 'Rug', 'Clock', 'Broom']",306,few_human2_1.0,2,GPT-4o,7,human_few
gpt-4o-2024-08-06,1,naive,Newspaper Bowling,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Bowl', 'quantity': 4}]",Use the newspaper to create a ball and aim to knock over the bowls arranged like bowling pins.,Roll the newspaper into a tight ball. Arrange the 4 bowls in a triangular bowling pin setup at one end of the room. Stand at least 3 meters away and use the newspaper ball to try and knock down the bowls.,The goal is to knock down as many bowls as possible with a single throw of the newspaper ball.,"Each knocked-down bowl equals 1 point. A perfect score is 4 points in one round. Play a total of 5 rounds, and the participant with the highest score wins.","['Newspaper', 'Bowl']",307,few_human3_1.0,0,GPT-4o,2,human_few
gpt-4o-2024-08-06,1,naive,Art Critique Contest,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","Participants take turns critiquing the paintings and noting their observations, aiming to provide the most insightful commentary.","Hang the two paintings on opposite walls in the room. Each participant takes turns with the notebook and pen, standing in front of the paintings, and writing a brief critique or observation. Allow two minutes per painting.",The goal is to come up with the most insightful and creative critique of the paintings.,"After both participants have written their critiques, they present them to each other. Each participant rates their peer's critique on a scale from 1 to 10 based on creativity and insightfulness. The highest combined score wins.","['Paintings', 'Notebook', 'Pen', 'Other people']",308,few_human3_1.0,1,GPT-4o,4,human_few
