idx,PROLIFIC_PID,userSetting,model_name,temperature,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskOrder,TaskID,nObjects,ValidTaskID
35,63,human_many,gpt-4o-2024-08-06,1,Musical Kalimba Meditation,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}]","Engage in a calming meditation session while playing the Kalimba, inspired by nature's tranquility.","Place the rug in the center of the room with the potted plant beside it to create a serene setting. Sit comfortably on the rug and play the Kalimba, focusing on creating soft melodies.",The goal is to achieve a sense of tranquility and relaxation through music.,"Rate relaxation on a scale of 1-10 after the session, with playing duration (minutes) adding to the score. Max score combines relaxation rating (1-10) and duration points (1-10), out of a possible 20 points for complete tranquility.","['Kalimba', 'Rug', 'Potted plants']",2,116,3,110
36,64,dummy_few,gpt-4o-2024-08-06,1,Mind Mapping Exercise,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]","Create a mind map to organize thoughts or plan future goals, tapping into creativity without much social interaction.","Sit at a desk with the notebook. Using the pen, start from the center of the page with a central idea or goal, branching out thoughts, related ideas, and actions in a radial pattern.","To organize ideas or goals in a structured, visual format, promoting clarity and new insights.","Rate the clarity or satisfaction of the resulting mind map from 1 to 10, with 10 being very clear or satisfying and 1 being not clear or unsatisfying.","['Pen', 'Notebook']",0,117,2,111
36,64,dummy_few,gpt-4o-2024-08-06,1,Indoor Spot Cleanup,"[{'name': 'Broom', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Quick cleanup of a designated area within a set time limit.,"Use the clock to set a 10-minute timer. Use the broom to sweep the area, aiming to remove all visible dirt into the trash can.",To clean the designated space thoroughly within the time limit.,"1 point for each visibly cleaner spot identified post-cleanup, with peers or self-refereeing if alone.","['Broom', 'Trash can', 'Clock']",1,118,3,112
36,64,dummy_few,gpt-4o-2024-08-06,1,Quiet Design Reflection,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}]",Spend time reflecting on two pieces of artwork and consider their impact and messages.,"Sit comfortably on the sofa facing the paintings. Spend time observing each piece, noting thoughts, emotions, and their perceived messages.",To engage thoughtfully with art to uncover personal insights and emotional responses.,"Rate each painting based on emotional impact and insight gained, from 1 to 5 for each criterion, with a total maximum score of 20.","['Paintings', 'Sofa']",2,119,2,113
36,64,dummy_few,gpt-4o-2024-08-06,1,Creative Writing Time,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Write a short story or essay exploring a novel concept or personal anecdote.,"Place the notebook on the desk, sit on the chair, and jot down a prompt or start writing creatively, using the pen to fill pages with written content.","To express creativity and self-reflect through writing, developing narrative skills and mental clarity.","Self- or peer-assess the creativity, structure, and depth of the writing, with 1-10 points for each criterion.","['Pen', 'Notebook', 'Desk', 'Chair']",3,120,4,114
36,64,dummy_few,gpt-4o-2024-08-06,1,Logical Puzzle Creation,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]","Create a logic puzzle or riddle based on the items in the room, to challenge oneself or others.","Use the pen to draft the puzzle in the notebook, incorporating items and their arrangements into the puzzle's narrative or logic.",To stimulate logical thinking and creativity by designing an engaging puzzle.,"Rate the puzzle based on complexity, creativity, and solvability, assigning 1-5 points per category, with a total possible score of 15.","['Pen', 'Notebook']",4,121,2,115
37,65,dummy_many,gpt-4o-2024-08-06,1,Decorate the Dummy,"[{'name': 'Dummy', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Clothes hangers', 'quantity': 2}]","Use the available items to creatively decorate the dummy, drawing inspiration from the paintings in the room.","Place the dummy in an open area of the room. Use the paintings as references for inspiration, and creatively use the clothes hangers to drape or position around the dummy, accentuating different features.",The goal is to create an aesthetically pleasing and innovative art piece by decorating the dummy using the items at hand.,"Rate the final decoration on a scale of 1-10 based on creativity, visual appeal, and how well it reflects the inspiration from the paintings. A higher score reflects a greater synergy between the original art and your creative extension.","['Dummy', 'Paintings', 'Clothes hangers']",0,122,3,116
37,65,dummy_many,gpt-4o-2024-08-06,1,Kalimba Melody Challenge,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Compose a short melody on the kalimba, jot down the composition, and refine it until satisfied.",Sit in a comfortable part of the room with the kalimba in hand and the notebook and pen ready. Experiment with different notes until a pleasant melody emerges. Record the notes and structure in the notebook.,"The goal is to compose a short, original melody and document it clearly in the notebook, fostering musical creativity.","Rate the composition from 1-10 based on originality, melodic flow, and personal satisfaction with the composition. A higher score denotes a melody that is more unique and enjoyable to play.","['Kalimba', 'Notebook', 'Pen']",1,123,3,117
37,65,dummy_many,gpt-4o-2024-08-06,1,Basketball Trick Shot,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 4}]","Perform a series of trick shots using the waste paper ball, attempting to land it in the trash can from various creative positions and angles using the chairs as obstacles or aids.",Arrange the chairs in different formations around the trash can to create challenging trick shots. Use the waste paper ball as your basketball and attempt shots from varying distances and angles.,"The aim is to successfully land the waste paper ball into the trash can multiple times, developing and executing trick shots with increasing complexity.","Score each successful shot with 1 point, giving bonus points for shots executed with high difficulty. A cumulative score measures the skill level achieved in trick shots.","['Waste paper ball', 'Trash can', 'Chair']",2,124,3,118
38,66,dummy_many,gpt-4o-2024-08-06,1,Calm Kalimba Meditation,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}]","Play soothing tunes on the Kalimba while seated comfortably, engaging in relaxing meditation.",Place the pillow on the floor near the potted plants to create a serene setting. Sit on the pillow with the Kalimba in your lap and plants within sight to enhance the relaxing atmosphere.,"The goal is to play the Kalimba in a way that encourages relaxation and mindfulness, emphasizing slow, soothing melodies.","Rate relaxation level on a scale of 1-10, with 10 being completely relaxed. Bonus points for playing continuously without mistakes: 5 points per minute played smoothly.","['Kalimba', 'Potted plants', 'Pillow']",0,125,3,119
38,66,dummy_many,gpt-4o-2024-08-06,1,Building Story Challenge,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Construct a creative story using building blocks as inspiration.,Begin with building blocks arranged on a table. Use the notebook and pen to jot down story ideas inspired by the shapes or structures created with the blocks.,"Craft an engaging short story of at least 500 words, inspired by whatever you build with the blocks.","10 points for each story element (characters, setting, plot) creatively linked to the block structure. Additional 5 points for a cohesive story over 500 words.","['Building block', 'Notebook', 'Pen']",1,126,3,120
38,66,dummy_many,gpt-4o-2024-08-06,1,Indoor Target Practice,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Perform an aiming challenge by throwing a waste paper ball into the trash can while seated.,Set a chair at a reasonable distance from the trash can. Sit on the chair and take turns throwing the waste paper ball into the trash can.,Make as many successful shots in the trash can as possible in a row.,Each successful shot scores 1 point. Double points for shots made from a greater distance by moving the chair back.,"['Waste paper ball', 'Trash can', 'Chair']",2,127,3,121
39,68,dummy_many,gpt-4o-2024-08-06,1,Story Spin,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Dice', 'quantity': 1}, {'name': 'Book', 'quantity': 1}]",Use creativity and random prompts to write a short story. Engage with elements from a selected book and a random roll of the dice.,"Select one book from the available books, open it to a random page, and roll the dice. Use the resulting number on the dice to choose a sentence from the page as a story prompt. Write a short story in the notebook that incorporates the chosen sentence, expanding on its themes or characters.",The goal is to enhance creativity and writing skills by using random prompts to craft a coherent and imaginative story.,"Rate the story on a scale of 1-10 based on creativity, coherence, and how well the prompt was integrated. A perfect 10 means highly creative with seamless integration.","['Notebook', 'Pen', 'Dice', 'Book']",0,128,4,122
39,68,dummy_many,gpt-4o-2024-08-06,1,Mini Zen Garden,"[{'name': 'Tray', 'quantity': 1}, {'name': 'Building block', 'quantity': 5}, {'name': 'Potted plants', 'quantity': 1}, {'name': 'Tissue', 'quantity': 1}]",Design a mini zen garden using available materials to foster tranquility and self-reflection.,"Place the tray on a desk. Use the building blocks to create a structure or pattern that represents tranquility. Surround the structure with clippings from the potted plant, using the tissue to clean up any excess soil or leaves. Arrange creatively to reflect peace and order.","The objective is to create a visually pleasant and peaceful arrangement, encouraging mindfulness and creativity.","Score the garden on a scale of 1-10 based on creativity, tranquility, and organization. A score of 10 indicates a highly serene and creative design.","['Tray', 'Building block', 'Potted plants', 'Tissue']",1,129,4,123
